p5-c3-p5    97.9      116.24 
s -c3-s     58.3      123.35 
s4-c3-s4    62.4      112.29 
s4-c3-s6    62.6      113.52 
s6-c3-s6    63.7      111.75 
sh-c3-sh    60.8      116.26 
sh-c3-ss    62.3      110.73 
ss-c3-ss    62.8      109.02 
br-ca-br    67.3      117.60 
br-ca-ca    63.5      118.13 
c -ca-c     62.7      120.00 
c -ca-c3    62.6      118.06 
c -ca-ca    64.6      120.14 
c -ca-ha    46.5      115.90 
c -ca-hc    11.2      120.00 
c -ca-nc    64.4      130.80 
c -ca-nd    64.4      130.80 
c1-ca-c1    64.7      120.00 
c1-ca-ca    65.9      120.00 
c2-ca-c2    62.9      120.00 
c2-ca-ca    64.7      120.60 
c3-ca-c2    62.2      120.00 
c3-ca-c3    62.4      116.80 
c3-ca-ca    63.8      120.63 
c3-ca-cp    63.7      120.63 
c3-ca-cq    63.7      120.63 
ca-ca-ca    67.2      119.97 
ca-ca-cc    66.0      120.10 
ca-ca-cd    66.0      120.10 
ca-ca-ce    64.9      120.66 
ca-ca-cf    64.9      120.66 
ca-ca-cg    65.9      120.05 
ca-ca-ch    65.9      120.05 
ca-ca-cl    58.4      119.90 
ca-ca-cp    67.2      119.07 
ca-ca-cq    67.2      119.07 
ca-ca-cx    64.8      119.68 
ca-ca-f     67.6      118.74 
ca-ca-h4    48.2      121.09 
ca-ca-ha    48.5      120.01 
ca-ca-i     58.6      118.47 
ca-ca-n     68.0      119.89 
ca-ca-n2    66.8      119.57 
ca-ca-n3    18.5      121.19 
ca-ca-n4    67.3      118.41 
ca-ca-na    70.2      118.34 
ca-ca-nb    69.2      122.63 
ca-ca-nc    70.1      119.72 
ca-ca-nd    70.1      119.72 
ca-ca-ne    67.7      119.88 
ca-ca-nf    67.7      119.88 
ca-ca-nh    69.3      120.13 
ca-ca-no    66.9      119.54 
ca-ca-o     70.9      123.43 
ca-ca-oh    69.8      119.94 
ca-ca-os    69.8      119.20 
ca-ca-p2    77.9      114.36 
ca-ca-p3    76.3      120.73 
ca-ca-p4    77.1      120.30 
ca-ca-p5    77.6      119.98 
ca-ca-pe    76.3      120.45 
ca-ca-pf    76.3      120.45 
ca-ca-px    76.4      120.53 
ca-ca-py    77.4      119.98 
ca-ca-s     62.2      122.55 
ca-ca-s4    61.7      119.15 
ca-ca-s6    62.5      119.11 
ca-ca-sh    61.5      120.13 
ca-ca-ss    62.0      119.93 
ca-ca-sx    61.2      119.18 
ca-ca-sy    61.6      119.89 
cd-ca-nb    66.9      126.21 
cc-ca-nb    66.9      126.21 
cl-ca-cl    54.2      118.72 
cp-ca-ha    48.0      121.08 
cq-ca-ha    48.0      121.08 
cp-ca-sy    63.9      111.18 
cq-ca-sy    63.9      111.18 
f -ca-f     68.1      117.50 
h4-ca-n     49.5      116.02 
h4-ca-na    51.9      114.65 
h4-ca-nb    51.8      115.94 
h4-ca-nc    51.5      118.36 
h4-ca-nd    51.5      118.36 
h4-ca-os    52.3      111.15 
h4-ca-ss    42.4      116.19 
h5-ca-nb    51.8      116.35 
h5-ca-nc    50.7      122.11 
h5-ca-nd    50.7      122.11 
ha-ca-n2    48.1      116.00 
ha-ca-p2    50.1      122.56 
i -ca-i     62.3      119.28 
n -ca-nc    69.7      123.86 
n -ca-nd    69.7      123.86 
n -ca-nh    71.3      116.16 
n2-ca-n2    66.5      120.00 
n2-ca-na    69.2      119.60 
n4-ca-n4    67.7      116.82 
na-ca-na    74.5      113.32 
na-ca-nb    70.2      128.56 
nb-ca-nb    71.2      125.84 
nb-ca-nd    71.1      126.50 
nb-ca-nc    71.1      126.50 
nb-ca-nh    72.6      118.96 
nc-ca-nc    70.7      128.74 
nd-ca-nd    70.7      128.74 
nc-ca-nh    72.8      118.86 
nd-ca-nh    72.8      118.86 
nh-ca-nh    71.4      120.98 
no-ca-no    67.4      117.14 
o -ca-o     75.5      126.82 
oh-ca-oh    72.6      120.00 
os-ca-os    74.0      113.73 
p2-ca-p2    94.5      121.20 
p3-ca-p3    95.2      121.46 
p5-ca-p5    97.3      120.00 
s -ca-s     61.4      125.14 
s4-ca-s4    65.0      105.81 
s6-ca-s6    66.0      105.81 
sh-ca-sh    61.0      120.24 
ss-ca-ss    62.9      115.15 
c -cc-c2    65.4      121.76 
c -cd-c2    65.4      121.76 
c -cc-c3    64.9      112.75 
c -cd-c3    64.9      112.75 
c -cc-ca    63.6      122.95 
c -cd-ca    63.6      122.95 
c -cc-cc    63.7      122.69 
